Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
Regular,FDL38,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,1%,13.8,90.7172,4
Regular,FDJ26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,8%,15.3,214.0218,4
Regular,FDZ25,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,3%,15.7,169.279,4
Regular,FDR25,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,14%,17,265.7884,4
Regular,FDY37,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,3%,17,144.247,4
Regular,FDH14,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,5%,17.1,142.0838,4
Regular,FDV01,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,9%,19.2,155.4314,4
Regular,FDH26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,3%,19.25,141.9496,4
Regular,FDU49,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,3%,19.5,86.254,4
Regular,FDE50,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,2%,19.7,186.4556,4
Regular,FDI27,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,5%,8.71,43.5744,4
Regular,FDY02,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,9%,8.945,261.091,4
Regular,FDQ26,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,7%,13.5,57.2562,4
Regular,FDB40,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,1%,17.5,145.9102,4
Regular,FDT26,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,7%,18.85,120.644,4
Regular,FDL51,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,5%,20.7,215.0876,4
Regular,FDD41,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,9%,6.765,106.1306,4
Regular,FDY28,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0%,7.47,211.8218,4
Regular,FDV04,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,15%,7.825,156.9288,4
Regular,FDS28,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,8%,8.18,56.1588,4
Regular,FDT16,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,5%,9.895,260.5278,4
Regular,FDS04,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,15%,10.195,142.2838,4
Regular,FDA04,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,7%,11.3,260.1962,4
Regular,FDO52,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,8%,11.6,169.3106,4
Regular,FDH05,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,9%,14.35,233.5984,4
Regular,FDY16,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,9%,18.35,183.6266,4
Regular,FDX04,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,4%,19.6,48.5376,4
Regular,FDA07,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,3%,7.55,123.4072,4
Regular,FDB56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,7%,8.75,186.3556,4
Regular,FDH56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,6%,9.8,116.6492,4
Regular,FDO56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,5%,10.195,119.1808,4
Regular,FDF21,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0%,10.3,189.053,4
Regular,FDU31,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,3%,10.5,218.7508,4
Regular,FDW19,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,4%,12.35,109.557,4
Regular,FDZ08,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,11%,12.5,81.8592,4
Regular,FDS31,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,4%,13.1,178.5318,4
Regular,FDD56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,10%,15.2,177.0054,4
Regular,FDG20,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,13%,15.5,176.0028,4
Regular,FDP44,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,8%,16.5,102.7332,4
Regular,FDF56,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,12%,16.7,181.9976,4
Regular,FDW32,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,9%,18.35,87.1882,4
Regular,FDR20,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,3%,20,46.8744,4
Regular,FDX31,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0%,20.35,234.4958,4
Regular,FDG09,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,5%,20.6,188.2556,4
Regular,FDJ20,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,10%,20.7,122.4388,4
Regular,FDT39,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,1%,6.26,150.7366,4
Regular,FDR51,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,17%,9.035,151.4708,4
Regular,FDR15,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,3%,9.3,153.4314,4
Regular,FDS27,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,1%,10.195,195.411,4
Regular,FDM51,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,3%,11.8,102.5674,4
Regular,FDQ03,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,8%,15,238.8248,4
Regular,FDN51,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,2%,17.85,260.7936,4
Regular,FDL03,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,3%,19.25,196.311,4
Regular,FDG21,Seafood,2015,OUT045,Tier 2,High,Supermarket Type1,0%,17.35,150.205,4
Regular,FDX22,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,2%,6.785,208.9928,4
Regular,FDI58,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,7%,7.64,91.712,4
Regular,FDV10,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0%,7.645,41.7112,4
Regular,FDW57,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,12%,8.31,177.3028,4
Regular,FDB46,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,9%,10.5,211.8244,4
Regular,FDI34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,9%,10.65,230.2668,4
Regular,FDV34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,1%,10.695,72.9038,4
Regular,FDK58,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,5%,11.35,101.9016,4
Regular,FDW46,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,7%,13,63.4484,4
Regular,FDW09,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,3%,13.65,79.6302,4
Regular,FDP22,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,10%,14.65,51.3666,4
Regular,FDL57,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,7%,15.1,260.2304,4
Regular,FDV57,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0%,15.25,178.166,4
Regular,FDC34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,17%,16,155.2972,4
Regular,FDT10,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,6%,16.7,60.9562,4
Regular,FDL09,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,13%,19.6,167.2816,4
Regular,FDY57,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,12%,20.2,95.0752,4
Regular,DRC01,Soft Drinks,2015,OUT045,Tier 2,High,Supermarket Type1,2%,5.92,49.8692,4
Regular,DRD01,Soft Drinks,2015,OUT045,Tier 2,High,Supermarket Type1,6%,12.1,56.2614,4
Regular,FDF11,Starchy Foods,2015,OUT045,Tier 2,High,Supermarket Type1,2%,10.195,239.4538,4
Regular,FDC59,Starchy Foods,2015,OUT045,Tier 2,High,Supermarket Type1,5%,16.7,65.7168,4
Regular,FDB36,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,5%,5.465,132.1626,4
Regular,FDX36,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,13%,9.695,226.9404,4
Regular,FDP36,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,9%,10.395,49.0008,4
Regular,FDR12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,3%,12.6,172.5764,4
Regular,FDA35,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,5%,14.85,124.1072,4
Regular,FDV12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,6%,16.7,100.0384,4
Regular,FDH60,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,8%,19.7,198.411,4
Regular,FDZ47,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0%,20.7,98.7042,4
Regular,FDT11,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,3%,5.94,189.4556,4
Regular,FDR59,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,6%,14.5,262.7594,4
Regular,FDR01,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,5%,5.405,198.2742,4
Regular,FDF26,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,5%,6.825,153.7998,4
Regular,FDI38,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0%,13.35,206.9638,4
Regular,FDR25,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,14%,17,265.6884,4
Regular,FDQ01,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,16%,19.7,255.2014,4
Regular,FDU01,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,1%,20.25,183.5924,4
Regular,FDC16,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,2%,11.5,85.054,4
Regular,FDZ26,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,14%,11.6,239.8222,4
Regular,FDW26,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,11%,11.8,224.1772,4
Regular,FDZ50,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,8%,12.8,181.7608,4
Regular,FDE40,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,10%,15.6,63.1194,4
Regular,FDY15,Dairy,2020,OUT017,Tier 2,High,Supermarket Type1,17%,18.25,154.663,4
Regular,FDN28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,3%,5.88,103.099,4
Regular,FDH04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,1%,6.115,92.4488,4
Regular,FDI05,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,13%,8.35,76.5354,4
Regular,FDI53,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,14%,8.895,163.0236,4
Regular,FDE05,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,3%,10.895,147.7102,4
Regular,FDC05,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,10%,13.1,198.1768,4
Regular,FDQ28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,6%,14,154.8656,4
Regular,FDH28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,11%,15.85,36.9506,4
Regular,FDA28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,5%,16.1,126.5362,4
Regular,FDX04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,4%,19.6,48.8376,4
Regular,FDV52,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,12%,20.7,119.7466,4
Regular,FDT07,Fruits and Vegetables,2020,OUT017,Tier 2,High,Supermarket Type1,8%,5.82,254.533,4
Regular,FDO31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,3%,6.76,79.296,4
Regular,FDN08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,9%,7.72,119.3466,4
Regular,FDY08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,17%,9.395,139.9838,4
Regular,FDM08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,5%,10.1,225.6088,4
Regular,FDO08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,5%,11.1,165.9526,4
Regular,FDJ44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,11%,12.3,173.7396,4
Regular,FDW19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,4%,12.35,110.657,4
Regular,FDY20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,8%,12.5,91.4488,4
Regular,FDZ08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,11%,12.5,80.6592,4
Regular,FDO20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,15%,12.85,253.7382,4
Regular,FDR19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,16%,13.5,147.0102,4
Regular,FDX32,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,10%,15.1,144.7786,4
Regular,FDQ08,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,2%,15.7,60.5536,4
Regular,FDF56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,12%,16.7,181.2976,4
Regular,FDW07,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,14%,18,88.7514,4
Regular,FDH44,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,3%,19.1,148.2418,4
Regular,FDU20,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,2%,19.35,120.5098,4
Regular,FDX31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,1%,20.35,232.3958,4
Regular,FDG09,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,5%,20.6,188.0556,4
Regular,FDP31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,16%,21.1,64.9168,4
Regular,FDT39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,1%,6.26,152.8366,4
Regular,FDW39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0%,6.69,176.937,4
Regular,FDS27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,1%,10.195,195.111,4
Regular,FDO15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,1%,16.75,72.4038,4
Regular,FDU51,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,10%,20.2,178.6028,4
Regular,FDW21,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,1%,5.34,100.4358,4
Regular,FDW57,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,12%,8.31,176.9028,4
Regular,FDM45,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,9%,8.655,122.5756,4
Regular,FDS09,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,8%,8.895,49.8008,4
Regular,FDG58,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,9%,10.695,153.7972,4
Regular,FDP22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,10%,14.65,50.9666,4
Regular,FDV57,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,7%,15.25,179.666,4
Regular,FDS46,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,5%,17.6,118.2782,4
Regular,FDZ21,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,4%,17.6,95.841,4
Regular,FDR22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,2%,19.35,112.9544,4
Regular,FDS34,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,8%,19.35,112.7518,4
Regular,DRB13,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,1%,6.115,191.153,4
Regular,DRC13,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,3%,8.26,124.673,4
Regular,DRY23,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,11%,9.395,41.3112,4
Regular,DRA24,Soft Drinks,2020,OUT017,Tier 2,Medium,Supermarket Type1,4%,19.35,164.6868,4
Regular,FDD59,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,7%,10.5,80.896,4
Regular,FDB35,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,6%,12.3,92.5804,4
Regular,FDC59,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,5%,16.7,64.2168,4
low fat,FDB52,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,3%,17.75,256.9672,4
low fat,FDM44,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,3%,12.5,104.999,4
low fat,FDD09,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,2%,13.5,179.6976,4
low fat,NCR54,Household,2020,OUT017,Tier 2,Medium,Supermarket Type1,9%,16.35,196.811,4
low fat,FDA46,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,12%,13.6,196.2136,4
low fat,FDL22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,4%,16.85,90.6488,4
reg,FDI40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,13%,11.5,100.5358,4
reg,FDI08,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,7%,18.2,250.1092,4
reg,FDR36,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,12%,6.715,40.3454,4
reg,FDF24,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,3%,15.5,83.7934,4
reg,FDI41,Frozen Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,6%,18.5,148.6418,4
reg,FDF57,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,6%,14.5,170.7448,4
LF,FDQ14,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,9.27,150.105,4
LF,FDD51,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,12%,11.15,44.2744,4
LF,FDJ16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,11%,9.195,59.0246,4
LF,FDP19,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,17%,11.5,129.0652,4
LF,NCN53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,5.175,37.0874,4
LF,DRE48,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,8.43,196.8768,4
LF,DRA12,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0%,11.6,141.9154,4
Low Fat,FDC48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,9.195,81.6592,4
Low Fat,FDI24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,8%,10.3,178.437,4
Low Fat,FDO24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,18%,11.1,158.1604,4
Low Fat,FDW36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,11.15,107.1622,4
Low Fat,FDZ60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,12%,20.5,106.0596,4
Low Fat,FDW35,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,1%,10.6,41.4454,4
Low Fat,FDR35,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,12.5,199.1742,4
Low Fat,FDM13,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,6.425,132.2626,4
Low Fat,FDQ37,Breakfast,2017,OUT035,Tier 2,Small,Supermarket Type1,9%,20.75,192.0478,4
Low Fat,FDF50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,12%,4.905,195.7768,4
Low Fat,FDW25,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,5.175,83.2224,4
Low Fat,FDO25,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,13%,6.3,208.127,4
Low Fat,FDK14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,6.98,81.6934,4
Low Fat,FDT25,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,5%,7.5,123.2072,4
Low Fat,FDU13,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,19%,8.355,146.2418,4
Low Fat,FDC26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,13%,10.195,109.2886,4
Low Fat,FDM14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,1%,13.8,108.0254,4
Low Fat,FDT13,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,14.85,188.2214,4
Low Fat,FDC02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,7%,21.35,258.5278,4
Low Fat,DRI03,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,6.03,176.4028,4
Low Fat,FDB51,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,6.92,63.5852,4
Low Fat,FDC39,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,16%,7.405,207.1296,4
Low Fat,FDE39,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,7.89,117.4782,4
Low Fat,FDB16,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,8.21,88.5198,4
Low Fat,FDY14,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,7%,10.3,263.6226,4
Low Fat,DRD15,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,10.6,231.9642,4
Low Fat,DRE27,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,13%,11.85,96.9726,4
Low Fat,FDD03,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,8%,13.3,232.73,4
Low Fat,FDI15,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,14%,13.8,265.0884,4
Low Fat,DRI51,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,17.25,173.3764,4
Low Fat,DRH51,Dairy,2017,OUT035,Tier 2,Small,Supermarket Type1,10%,17.6,89.8856,4
Low Fat,FDJ41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,6.85,262.3594,4
Low Fat,FDD17,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0%,7.5,237.7906,4
Low Fat,FDH41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,8%,9,216.2534,4
Low Fat,FDC17,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,12.15,209.9928,4
Low Fat,FDG52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,7%,13.65,47.6402,4
Low Fat,FDM52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,15.1,146.6076,4
Low Fat,FDQ52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,12%,17,249.4434,4
Low Fat,FDV40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,1%,17.35,74.5038,4
Low Fat,FDF05,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,17.5,261.691,4
Low Fat,FDG29,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,17.6,40.3454,4
Low Fat,FDX16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,7%,17.85,147.805,4
Low Fat,FDL04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,11%,19,105.4622,4
Low Fat,FDZ52,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,10%,19.2,112.4886,4
Low Fat,FDU40,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,20.85,193.8478,4
Low Fat,FDS08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,5.735,177.937,4
Low Fat,FDG44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,10%,6.13,53.8298,4
Low Fat,FDF09,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,1%,6.215,37.9848,4
Low Fat,FDA20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,7%,6.78,184.624,4
Low Fat,FDG45,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,13%,8.1,210.9902,4
Low Fat,FDX44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,9.3,89.3172,4
Low Fat,FDH57,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,10.895,131.9284,4
Low Fat,FDU07,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,11.1,151.3366,4
Low Fat,FDE45,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0%,12.1,177.3002,4
Low Fat,FDH32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,8%,12.8,96.541,4
Low Fat,FDG57,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,7%,14.7,49.8034,4
Low Fat,FDZ20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,3%,16.1,253.2356,4
Low Fat,FDB09,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,6%,16.25,126.2046,4
Low Fat,FDC45,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,14%,17,172.5106,4
Low Fat,FDB33,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,1%,17.75,160.7262,4
Low Fat,FDP07,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,9%,18.2,195.111,4
Low Fat,FDR08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,18.7,109.1886,4
Low Fat,FDG32,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,18%,19.85,223.0772,4
Low Fat,FDQ44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,20.5,120.1756,4
Low Fat,DRF23,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,12%,4.61,175.4396,4
Low Fat,DRM35,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,7%,9.695,177.5344,4
Low Fat,DRO47,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,11%,10.195,111.786,4
Low Fat,DRL59,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,2%,16.75,55.1298,4
Low Fat,DRI23,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0%,18.85,162.0578,4
Low Fat,NCK29,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,13%,5.615,122.473,4
Low Fat,NCL17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,7%,7.39,140.6812,4
Low Fat,NCL53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,7.5,175.2028,4
Low Fat,NCP29,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,11%,8.42,64.3168,4
Low Fat,NCJ29,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,4%,10.6,85.1224,4
